puppet, 4974, 2021-10-14 16:33:54 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x84 \\x0A' for column 'pr_body' at row 1")
puppet, 5070, 2021-10-14 16:35:39 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x84 \\x0A' for column 'pr_body' at row 1")
puppet, 5315, 2021-10-14 16:40:11 , (1366, "Incorrect string value: '\\xF0\\x9F\\x92\\x83 \\x0A' for column 'pr_body' at row 1")
puppet, 5362, 2021-10-14 16:41:06 , (1366, "Incorrect string value: '\\xF0\\xA0\\x9C\\x8E =...' for column 'pr_body' at row 1")
puppet, 5708, 2021-10-14 16:47:43 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x84 ' for column 'pr_body' at row 1")
puppet, 5819, 2021-10-14 16:49:44 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x88 ' for column 'pr_body' at row 1")
puppet, 6293, 2021-10-14 16:58:34 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x84 \\x0D...' for column 'pr_body' at row 1")
puppet, 6665, 2021-10-14 17:05:19 , (1366, "Incorrect string value: '\\xF0\\x9F\\x8E\\x89' for column 'pr_body' at row 1")
puppet, 6849, 2021-10-14 17:08:38 , (1366, "Incorrect string value: '\\xF0\\x9F\\x98\\x84:\\x0D...' for column 'pr_body' at row 1")
puppet, 6897, 2021-10-14 17:09:28 , (1366, "Incorrect string value: '\\xF0\\x9F\\x91\\x8B\\x0D\\x0A...' for column 'pr_body' at row 1")
puppet, 7442, 2021-10-14 17:19:20 , (1366, "Incorrect string value: '\\xF0\\xA0\\x9C\\x8E c...' for column 'pr_body' at row 1")
